sent,filtered,sorted
"[['I', 'have', 'the', 'following', 'models'], ['I', 'want', 'to', 'implement', 'referral', 'system', 'using', 'this', 'I', 'have', 'unique', 'for', 'id', 'field', 'example', ""'exbvagtl'"", 'how', 'can', 'i', 'create', 'new', 'referral', 'under', 'that', 'user'], ['Something', 'like'], ['Better', 'model', 'designs', 'resources', 'and', 'improvements', 'are', 'heavily', 'welcomed'], [], ['I', 'think', 'you', 'are', 'overcomplicating', 'things', 'By', 'making', 'a', 'object', 'that', 'has', 'a', 'to', 'this', 'means', 'that', 'each', 'can', 'have', 'zero', 'one', 'or', 'more', 'objects', 'While', 'that', 'is', 'not', 'impossible', 'to', 'manage', 'it', 'makes', 'it', 'harder', 'since', 'now', 'your', 'views', 'will', 'need', 'to', 'make', 'sure', 'you', 'are', 'working', 'with', 'the', 'correct', 'object', 'or', 'have', 'to', 'concatenate', 'these', 'Furthermore', 'it', 'means', 'that', 'a', 'can', 'have', 'multiple', 's'], ['The', 'question', 'is', 'why', 'we', 'need', 'such', 'object', 'in', 'the', 'first', 'place', 'You', 'can', 'simply', 'construct', 'a', 'on', 'the', 'object', 'and', 'add', 'a', 'to', 'that', 'specifies', 'what', 'the', 'referring', 'person', 'was'], ['Here', 'we', 'thus', 'can', 'add', 'a', 'user', 'that', 'was', 'referred', 'to', 'by', 'another', 'user', 'with'], ['If', 'later', 'the', 'user', 'is', 'removed', 'then', 'it', 'will', 'be', 'set', 'to'], ['You', 'can', 'also', 'query', 'the', 'users', 'that', 'have', 'been', 'referred', 'by', 'a', 'user', 'with']]","[[('following', 'JJ'), ('models', 'NNS')], [('referral', 'JJ'), ('system', 'NN'), ('unique', 'JJ'), ('id', 'JJ'), ('field', 'NN'), ('example', 'NN'), ('new', 'JJ'), ('user', 'NN')], [], [('Better', 'NNP'), ('model', 'NN'), ('designs', 'NNS'), ('resources', 'NNS'), ('improvements', 'NNS')], [], [('things', 'NNS'), ('object', 'NN'), ('more', 'JJR'), ('objects', 'NNS'), ('impossible', 'JJ'), ('harder', 'JJR'), ('views', 'NNS'), ('sure', 'JJ'), ('correct', 'JJ'), ('multiple', 'JJ'), ('s', 'NNS')], [('question', 'NN'), ('such', 'JJ'), ('object', 'NN'), ('first', 'JJ'), ('place', 'NN'), ('person', 'NN')], [('user', 'NN')], [('user', 'NN')], [('users', 'NNS'), ('user', 'NN')]]","[6, 2, 7, 4, 1]"
"[['I', 'am', 'new', 'to', 'Python', 'so', 'please', 'excuse', ""I'm"", 'running', 'some', 'code', 'that', 'gives', 'the', 'following', 'output'], ['I', 'want', 'to', 'convert', 'the', 'output', 'like'], [""'Michael'"", ""'John'"", ""Jack'"", ""'Harry'""], ['How', 'should', 'I', 'go', 'about', 'doing', 'this'], ['Thanks', 'for', 'all', 'help'], [], ['If', 'the', 'output', 'is', 'a', 'list', 'you', 'can', 'convert', 'it', 'to', 'a', 'string', 'using'], ['Your', 'newly', 'created', 'will', 'look', 'like', 'this']]","[[('new', 'JJ'), ('Python', 'NNP'), ('please', 'JJ'), ('excuse', 'NN'), (""I'm"", 'NNP'), ('code', 'NN'), ('following', 'JJ'), ('output', 'NN')], [('output', 'NN')], [(""Jack'"", 'NNP'), (""'Harry'"", 'NN')], [], [('Thanks', 'NNS'), ('help', 'NN')], [], [('output', 'NN'), ('list', 'NN'), ('string', 'NN')], []]","[1, 7, 3, 5, 2]"
"[[""I'm"", 'new', 'to', 'python', 'Django', 'rest', 'framework', ""I'm"", 'facing', 'this', 'problem', 'when', 'creating', 'a', 'new', 'address'], ['This', 'is', 'The', 'address', 'model'], ['And', 'this', 'is', 'the', 'serializer'], ['And', 'the', 'POST', 'method'], ['Thanks', 'in', 'advance'], [], ['Post', 'request', 'is', 'unable', 'to', 'save', 'User', 'details', 'Try', 'to', 'pass', 'user', 'instance', 'to', 'serialiser', 'save', 'method']]","[[(""I'm"", 'NNP'), ('new', 'JJ'), ('Django', 'NNP'), ('rest', 'NN'), ('framework', 'NN'), ('facing', 'NN'), ('problem', 'NN'), ('address', 'NN')], [('address', 'NN'), ('model', 'NN')], [('serializer', 'NN')], [('POST', 'NNP'), ('method', 'NN')], [('Thanks', 'NNS'), ('advance', 'NN')], [], [('Post', 'NNP'), ('request', 'NN'), ('unable', 'JJ'), ('User', 'NNP'), ('details', 'NNS'), ('Try', 'NNP'), ('user', 'JJ'), ('instance', 'NN'), ('method', 'NN')]]","[7, 1, 2, 4, 5]"
"[['My', 'problem', 'is', 'how', 'do', 'I', 'plot', 'a', 'regression', 'in', 'seaborn', 'PairGrid', 'which', 'would', 'depend', 'on', 'which', 'variable', 'is', 'plotted', 'and', 'not', 'if', 'it', 'is', 'upper', 'lower', 'diagonal', 'position', 'For', 'example', 'I', 'have', 'the', 'data', 'set', 'and', 'I', 'believe', 'that', 'the', 'is', 'correlated', 'as', 'a', 'second', 'order', 'polynomial', 'regardless', 'of', 'the', 'other', 'variable', 'ie', 'the', 'entire', 'row', 'column', 'in', 'the', 'pairgrid', 'I', 'want', 'to', 'have', 'like', 'that', 'but', 'nothing', 'else', 'However', 'what', 'I', 'only', 'can', 'do', 'is', 'to', 'map', 'this', 'correlation', 'to', 'the', 'upper', 'lower', 'triangle', 'to'], ['all', 'plots'], ['like', 'this'], ['Is', 'it', 'possible', 'with', 'seaborn', 'And', 'if', 'I', 'go', 'even', 'further', 'what', 'if', 'I', 'want', 'to', 'check', 'plot', 'an', 'exponential', 'correlation', 'between', 'eg', 'and', 'just', 'within', 'the', 'pairgrid', 'is', 'that', 'possible', 'How', 'would', 'I', 'do', 'that'], ['I', 'know', 'I', 'can', 'just', 'take', 'this', 'specific', 'case', 'outside', 'and', 'plot', 'it', 'separately', 'or', 'use'], ['GridSpec'], ['but', 'I', 'wonder', 'if', 'there', 'is', 'an', 'easier', 'way', 'Thanks'], ['EDIT', 'The', 'additional', 'question', 'is', 'how', 'to', 'use', 'in', 'this', 'setup', 'If', 'I', 'use', 'simply'], ['It', 'does', 'what', 'I', 'want', 'ie', 'fit', 'logarithmic', 'regression', 'but', 'very', 'strangely', 'It', 'puts', 'the', 'blue', 'for', 'the', 'first', 'row', 'only', 'the', 'orange', 'for', 'a', 'second', 'row', 'only', 'and', 'then', 'it', 'creates', 'green', 'for', 'first', 'col', 'last', 'row', 'as', 'shown', 'in', 'the', 'following', 'picture', 'So', 'my', 'question', 'is', 'how', 'to', 'fix', 'it', 'and', 'why', 'it', 'occurs', 'in', 'the', 'first', 'place', 'Is', 'it', 'that', 'creates', 'new', 'set', 'of', 'that', 'are', 'then', 'needed', 'to', 'be', 'iterated', 'over'], [], ['only', 'lets', 'you', 'map', 'the', 'diagonal', 'the', 'off', 'diagonal', 'and', 'the', 'upper', 'and', 'lower', 'triangles', 'If', 'you', 'want', 'more', 'fine', 'grain', 'control', 'over', 'the', 'plots', 'you', 'can', 'access', 'the', 'individual', 'axes', 'object', 'using', 'D', 'array'], ['EDIT'], ['solution', 'that', 'works', 'with', 'hue', 'splitting'], ['In', 'this', 'case', 'you', 'have', 'to', 'do', 'the', 'regression', 'on', 'each', 'subset', 'of', 'the', 'data', 'and', 'plot', 'on', 'the', 'same', 'axes'], [], ['Yes', ""it's"", 'possible', 'because', 'you', 'can', 'specify', 'the', 'x', 'and', 'y', 'variables', 'separately', 'e', 'g'], ['To', 'plot', 'various', 'kinds', 'of', 'regression', 'functions', 'you', 'would', 'have', 'to', 'access', 'each', 'axes', 'subplot', 'individually']]","[[('problem', 'NN'), ('do', 'JJ'), ('regression', 'NN'), ('seaborn', 'JJ'), ('PairGrid', 'NNP'), ('variable', 'JJ'), ('upper', 'JJ'), ('lower', 'JJR'), ('diagonal', 'JJ'), ('position', 'NN'), ('example', 'NN'), ('data', 'NNS'), ('set', 'NN'), ('second', 'JJ'), ('order', 'NN'), ('polynomial', 'JJ'), ('regardless', 'NN'), ('other', 'JJ'), ('entire', 'JJ'), ('row', 'NN'), ('column', 'NN'), ('pairgrid', 'NN'), ('nothing', 'NN'), ('correlation', 'NN'), ('triangle', 'NN')], [('plots', 'NNS')], [], [('possible', 'JJ'), ('seaborn', 'JJ'), ('plot', 'NN'), ('exponential', 'JJ'), ('correlation', 'NN'), ('eg', 'NN'), ('pairgrid', 'NN'), ('How', 'NNP')], [('specific', 'JJ'), ('case', 'NN'), ('outside', 'JJ'), ('plot', 'NN')], [('GridSpec', 'NN')], [('easier', 'JJ'), ('way', 'NN'), ('Thanks', 'NNS')], [('EDIT', 'NNP'), ('additional', 'JJ'), ('question', 'NN'), ('setup', 'NN')], [('ie', 'JJ'), ('fit', 'JJ'), ('logarithmic', 'JJ'), ('regression', 'NN'), ('blue', 'NN'), ('first', 'JJ'), ('row', 'NN'), ('orange', 'NN'), ('second', 'JJ'), ('green', 'JJ'), ('col', 'NN'), ('last', 'JJ'), ('following', 'JJ'), ('picture', 'NN'), ('So', 'NNP'), ('question', 'NN'), ('place', 'NN'), ('new', 'JJ'), ('set', 'NN')], [], [('diagonal', 'JJ'), ('upper', 'JJ'), ('lower', 'JJR'), ('triangles', 'NNS'), ('more', 'JJR'), ('fine', 'JJ'), ('grain', 'NN'), ('control', 'NN'), ('plots', 'NNS'), ('access', 'NN'), ('individual', 'NN'), ('axes', 'NNS'), ('D', 'NNP'), ('array', 'NN')], [('EDIT', 'NN')], [('solution', 'NN'), ('hue', 'NN'), ('splitting', 'NN')], [('case', 'NN'), ('regression', 'NN'), ('subset', 'NN'), ('data', 'NNS'), ('plot', 'NN'), ('same', 'JJ'), ('axes', 'NNS')], [], [(""it's"", 'NN'), ('possible', 'JJ'), ('x', 'NN'), ('y', 'JJ'), ('variables', 'NNS'), ('g', 'NNS')], [('various', 'JJ'), ('kinds', 'NNS'), ('regression', 'NN'), ('functions', 'NNS'), ('access', 'NN'), ('axes', 'NNS')]]","[1, 9, 11, 4, 14]"
"[['Hi', 'there', ""I'm"", 'currently', 'working', 'with', 'the', 'Material', 'CalendarView', 'Library'], ['https', 'github', 'com', 'prolificinteractive', 'material', 'calendarview'], ['Everything', 'is', 'working', 'fine', 'but', ""I'm"", 'trying', 'to', 'reduce', 'the', 'radius', 'of', 'the', 'round', 'background', 'which', 'is', 'appearing', 'when', 'a', 'User', 'selects', 'a', 'date'], ['Because', 'this', 'is', 'way', 'too', 'big'], ['My', 'code', 'currently', 'looks', 'like', 'this'], ['styles', 'xml'], ['Does', 'anyone', 'know', 'a', 'solution', 'for', 'this']]","[[('Hi', 'NNP'), (""I'm"", 'NNP'), ('Material', 'NNP'), ('CalendarView', 'NNP'), ('Library', 'NNP')], [('https', 'NN'), ('github', 'NN'), ('com', 'NN'), ('prolificinteractive', 'JJ'), ('material', 'NN'), ('calendarview', 'NN')], [('Everything', 'NN'), ('fine', 'JJ'), (""I'm"", 'NNP'), ('radius', 'NN'), ('round', 'NN'), ('background', 'NN'), ('User', 'NNP'), ('date', 'NN')], [('way', 'NN'), ('big', 'JJ')], [('code', 'NN')], [('styles', 'NNS')], [('Does', 'NNP'), ('anyone', 'NN'), ('solution', 'NN')]]","[3, 2, 1, 7, 4]"
"[['Has', 'anyone', 'had', 'any', 'success', 'working', 'with', 'the', 'Quick', 'View', 'forms', 'and', 'JavaScript', 'in', 'CRM'], [""I'm"", 'attempting', 'to', 'get', 'a', 'value', 'from', 'the', 'related', 'entity', 'That', 'value', 'is', 'on', 'the', 'quick', 'view', 'form', 'Inspection', 'of', 'the', 'DOM', 'means', 'I', 'can', 'get', 'to', 'it', 'via', 'unsupported', 'means'], ['but', ""I'd"", 'rather', 'not'], ['All', 'the', 'information', 'is', 'there', 'I', 'wonder', 'if', ""there's"", 'a', 'way', 'to', 'get', 'to', 'it', 'via', 'supported', 'methods', ""I'm"", 'currently', 'hitting', 'the', 'OData', 'service', 'for', 'the', 'birthdate', 'but', 'it', 'just', 'strikes', 'me', 'as', 'a', 'waste', 'when', ""it's"", 'there', 'already'], [], ['If', 'you', 'use', 'OData', 'call', 'you', 'already', 'use', 'supported', 'way'], [], ['Quick', 'forms', 'attributes', 'are', 'accessible', 'by', 'calling', 'getAttribute', 'from', 'the', 'control', 'as', 'described', 'here'], ['http', 'msdn', 'microsoft', 'com', 'en', 'us', 'library', 'gg', 'aspx'], [""Here's"", 'the', 'example', 'given', 'on', 'the', 'page'], [], ['Try', 'this', 'for', 'Dynamics', 'Xrm', 'Page', 'is', 'also', 'unsupported', 'now', 'so', 'better', 'using', 'the', 'context', 'to', 'work', 'with', 'controls', 'in', 'the', 'latest', 'version', 'of', 'the', 'produt'], ['https', 'nishantrana', 'me', 'accessing', 'fields', 'on', 'quickview', 'form', 'control', 'through', 'javascript', 'in', 'dynamics']]","[[('Has', 'NNP'), ('anyone', 'NN'), ('success', 'NN'), ('Quick', 'NNP'), ('View', 'NNP'), ('forms', 'NNS'), ('JavaScript', 'NNP'), ('CRM', 'NNP')], [(""I'm"", 'NNP'), ('value', 'NN'), ('related', 'JJ'), ('entity', 'NN'), ('quick', 'JJ'), ('view', 'NN'), ('form', 'NN'), ('Inspection', 'NNP'), ('DOM', 'NNP'), ('unsupported', 'JJ'), ('means', 'NNS')], [(""I'd"", 'NNP')], [('information', 'NN'), (""there's"", 'NNS'), ('way', 'NN'), ('methods', 'NNS'), (""I'm"", 'NNP'), ('OData', 'NNP'), ('service', 'NN'), ('birthdate', 'NN'), ('waste', 'NN'), (""it's"", 'NN')], [], [('OData', 'NNP'), ('call', 'NN'), ('supported', 'JJ'), ('way', 'NN')], [], [('Quick', 'JJ'), ('forms', 'NNS'), ('attributes', 'NNS'), ('accessible', 'JJ'), ('getAttribute', 'NN'), ('control', 'NN')], [('http', 'NN'), ('msdn', 'NN'), ('microsoft', 'JJ'), ('com', 'NN'), ('library', 'JJ'), ('gg', 'NN'), ('aspx', 'NN')], [(""Here's"", 'NNP'), ('example', 'NN'), ('page', 'NN')], [], [('Dynamics', 'NNP'), ('Xrm', 'NNP'), ('Page', 'NNP'), ('unsupported', 'JJ'), ('context', 'NN'), ('controls', 'NNS'), ('latest', 'JJS'), ('version', 'NN'), ('produt', 'NN')], [('https', 'NN'), ('fields', 'NNS'), ('quickview', 'JJ'), ('form', 'NN'), ('control', 'NN'), ('javascript', 'NN'), ('dynamics', 'NNS')]]","[2, 4, 12, 1, 9]"
"[[""I'm"", 'new', 'on', 'this', 'field', 'still', 'learning', 'and', ""I'm"", 'sorry', 'if', 'it', 'is', 'considered', 'as', 'silly', 'questions', 'So', 'recently', 'I', 'tried', 'to', 'learn', 'image', 'classification', 'using', 'Python', 'and', 'TensorFlow', 'I', 'followed', 'a', 'tutorial', 'on', 'some', 'videos', 'But', 'I', 'have', 'some', 'problems', 'in', 'my', 'code', 'because', 'when', 'I', 'tried', 'my', 'model', 'the', 'validation', 'loss', 'tends', 'to', 'increase', 'while', 'my', 'validation', 'accuracy', 'keeps', 'fluctuating', 'When', 'I', 'tried', 'to', 'predict', 'my', 'sample', 'image', 'it', 'keeps', 'giving', 'me', 'the', 'same', 'prediction', 'My', 'images', 'in', 'my', 'datasets', 'are', 'images', 'in', 'total'], ['And', 'here', 'is', 'my', 'code', 'for', 'making', 'the', 'prediction'], ['Thank', 'you', 'so', 'much'], [], ['I', 'once', 'had', 'a', 'similar', 'problem', 'Since', 'you', 'need', 'to', 'classify', 'images', 'as', 'either', 'Bike', 'or', 'Car', 'try', 'changing', 'your', 'final', 'output', 'layer', 'to'], ['If', 'it', 'still', ""doesn't"", 'work', 'try', 'instead', 'as', 'your']]","[[(""I'm"", 'NNP'), ('new', 'JJ'), ('field', 'NN'), ('silly', 'JJ'), ('questions', 'NNS'), ('image', 'NN'), ('classification', 'NN'), ('Python', 'NNP'), ('TensorFlow', 'NNP'), ('tutorial', 'NN'), ('videos', 'NNS'), ('problems', 'NNS'), ('code', 'NN'), ('model', 'NN'), ('validation', 'NN'), ('loss', 'NN'), ('accuracy', 'NN'), ('keeps', 'NNS'), ('sample', 'NN'), ('same', 'JJ'), ('prediction', 'NN'), ('My', 'NNP'), ('datasets', 'NNS'), ('images', 'NNS'), ('total', 'JJ')], [('code', 'NN'), ('prediction', 'NN')], [('Thank', 'NNP'), ('much', 'JJ')], [], [('similar', 'JJ'), ('problem', 'NN'), ('images', 'NNS'), ('Bike', 'NNP'), ('Car', 'NNP'), ('final', 'JJ'), ('output', 'NN'), ('layer', 'NN')], [('try', 'NN')]]","[1, 5, 2, 3, 6]"
"[['I', 'have', 'weather', 'data', 'of', 'turbines', 'in', 'one', 'city', 'and', 'I', 'know', 'their', 'collective', 'production', 'Power', 'I', 'also', 'know', 'maximum', 'power', 'a', 'turbine', 'can', 'make', 'How', 'can', 'I', 'forecast', 'collective', 'production', 'if', 'I', 'know', 'individual', 'turbine', 'weather', 'condition'], ['Power', 'Data'], ['Weather', 'Data'], ['I', 'know', 'its', 'is', 'multivariate', 'time', 'series', 'What', 'I', 'am', 'confused', 'about', 'is', 'I', 'can', 'predict', 'power', 'for', 'individual', 'turbines', 'but', 'I', 'do', 'not', 'have', 'individual', 'power', 'production', 'data', 'How', 'can', 'I', 'use', 'this', 'individual', 'turbine', 'weather', 'data', 'to', 'predict', 'power', 'produced', 'by', 'all', 'turbines']]","[[('data', 'NNS'), ('turbines', 'NNS'), ('city', 'NN'), ('collective', 'JJ'), ('production', 'NN'), ('Power', 'NNP'), ('maximum', 'JJ'), ('power', 'NN'), ('turbine', 'NN'), ('individual', 'JJ'), ('weather', 'NN'), ('condition', 'NN')], [('Power', 'NNP'), ('Data', 'NNP')], [('Weather', 'NNP'), ('Data', 'NNP')], [('multivariate', 'JJ'), ('time', 'NN'), ('series', 'NN'), ('power', 'NN'), ('individual', 'JJ'), ('turbines', 'NNS'), ('production', 'NN'), ('data', 'NNS'), ('turbine', 'NN'), ('weather', 'NN')]]","[1, 4, 2, 3]"
"[['I', 'am', 'trying', 'to', 'dynamically', 'update', 'the', 'chart', 'I', 'have', 'got', 'different', 'values', 'from', 'the', 'database', 'via', 'another', 'js', 'for', 'name', 'cellname', 'also', 'there', 'is', 'cellname', 'and', 'throughput', 'against', 'each', 'other', 'in', 'data', 'php', 'which', 'is', 'being', 'called', 'by', 'ajax'], ['Whenever', 'new', 'selection', 'is', 'made', 'the', 'below', 'script', 'is', 'running', 'fine', 'except', 'when', 'i', 'move', 'mouse', 'on', 'the', 'graph', 'it', 'displays', 'old', 'graph', 'as', 'well', 'somehow', 'i', 'am', 'lacking', 'to', 'use', 'the', 'chart', 'update', 'function']]","[[('chart', 'NN'), ('different', 'JJ'), ('values', 'NNS'), ('database', 'NN'), ('js', 'NN'), ('name', 'NN'), ('cellname', 'NN'), ('throughput', 'NN'), ('other', 'JJ'), ('data', 'NNS'), ('php', 'NN'), ('ajax', 'NN')], [('new', 'JJ'), ('selection', 'NN'), ('below', 'JJ'), ('script', 'NN'), ('fine', 'JJ'), ('i', 'JJ'), ('mouse', 'NN'), ('graph', 'NN'), ('old', 'JJ'), ('chart', 'NN'), ('update', 'NN'), ('function', 'NN')]]","[1, 2]"
"[['I', 'have', 'huge', 'amount', 'of', 'data', 'stored', 'in', 'h', 'files', 'Each', 'file', 'has', 'subfolders', 'that', 'have', 'tables', 'with', 'k', 'columns', 'I', 'need', 'to', 'put', 'the', 'data', 'in', 'a', 'histogram', 'and', 'I', ""don't"", 'know', 'the', 'range', 'of', 'data', 'Is', 'there', 'a', 'way', 'to', 'read', 'and', 'populate', 'histograms', 'at', 'the', 'same', 'time'], ['For', 'this', 'I', 'tried', 'adding', 'data', 'to', 'an', 'array', 'but', 'as', 'you', 'can', 'see', 'the', 'array', 'has', 'M', 'elements', 'for', 'files', 'You', 'can', 'see', 'what', 'I', 'tried', 'from', 'here'], ['Then', 'I', 'try', 'to', 'make', 'temporary', 'histograms', 'after', 'loop', 'and', 'then', 'sum', 'as', 'but', 'it', 'complains', 'as', 'and', 'I', 'also', 'had', 'to', 'define', 'bin', 'edges', 'after', 'the', 'very', 'first', 'data', 'entry', 'that', 'is', 'not', 'ideal', 'since', 'the', 'rest', 'of', 'the', 'data', 'can', 'be', 'overflow', 'it', 'but', 'I', ""don't"", 'know', 'how', 'to', 'do', 'it', 'But', 'you', 'may', 'want', 'to', 'put', 'this', 'problem', 'apart', 'if', 'it', 'is', 'too', 'much', 'to', 'handle', 'Thank', 'you', 'for', 'any', 'help', 'here'], [], ['You', 'can', 'do', 'it', 'in', 'memory', 'efficient', 'way', 'but', 'it', 'will', 'require', 'two', 'passes', 'First', 'you', 'should', 'loop', 'through', 'your', 'data', 'and', 'find', 'minimal', 'and', 'maximal', 'values', 'Then', 'choose', 'number', 'of', 'bins', 'for', 'your', 'histogram', 'and', 'calculate', 'value', 'ranges', 'for', 'each', 'bin'], ['For', 'example', 'if', 'your', 'data', 'has', 'range', 'and', 'you', 'want', 'a', 'bin', 'histogram', 'the', 'ranges', 'will', 'be'], ['Then', 'you', 'should', 'create', 'an', 'integer', 'array', 'with', 'length', 'equal', 'to', 'the', 'number', 'of', 'bins', 'this', 'will', 'be', 'your', 'histogram', 'and', 'initialize', 'it', 'with', 'zeros'], ['Then', 'do', 'the', 'second', 'loop', 'for', 'each', 'element', 'of', 'your', 'data', 'determine', 'what', 'bin', 'it', 'corresponds', 'to', 'and', 'increment', 'counter', 'for', 'that', 'bin', 'In', 'the', 'end', 'the', 'histogram', 'array', 'will', 'contain', 'the', 'data', 'you', 'require']]","[[('huge', 'JJ'), ('amount', 'NN'), ('data', 'NNS'), ('h', 'JJ'), ('files', 'NNS'), ('file', 'NN'), ('subfolders', 'NNS'), ('tables', 'NNS'), ('k', 'JJ'), ('columns', 'NNS'), ('data', 'NN'), ('histogram', 'NN'), ('range', 'NN'), ('Is', 'NNP'), ('way', 'NN'), ('histograms', 'NNS'), ('same', 'JJ'), ('time', 'NN')], [('data', 'NNS'), ('array', 'NN'), ('elements', 'NNS'), ('files', 'NNS')], [('temporary', 'JJ'), ('histograms', 'NNS'), ('loop', 'NN'), ('bin', 'NN'), ('edges', 'NNS'), ('first', 'JJ'), ('data', 'NNS'), ('entry', 'NN'), ('ideal', 'JJ'), ('rest', 'NN'), ('overflow', 'JJ'), ('problem', 'NN'), ('much', 'JJ'), ('Thank', 'NNP'), ('help', 'NN')], [], [('memory', 'NN'), ('efficient', 'JJ'), ('way', 'NN'), ('passes', 'NNS'), ('First', 'NNP'), ('data', 'NNS'), ('minimal', 'JJ'), ('maximal', 'JJ'), ('values', 'NNS'), ('number', 'NN'), ('bins', 'NNS'), ('histogram', 'NN'), ('calculate', 'NN'), ('value', 'NN'), ('bin', 'NN')], [('example', 'NN'), ('data', 'NN'), ('range', 'NN'), ('bin', 'NN'), ('ranges', 'NNS')], [('integer', 'JJ'), ('array', 'NN'), ('length', 'NN'), ('equal', 'JJ'), ('number', 'NN'), ('bins', 'NNS'), ('histogram', 'NN'), ('zeros', 'NN')], [('second', 'JJ'), ('loop', 'NN'), ('element', 'NN'), ('data', 'NNS'), ('increment', 'JJ'), ('counter', 'NN'), ('bin', 'NN'), ('end', 'NN'), ('histogram', 'NN'), ('array', 'NN'), ('data', 'NN')]]","[1, 3, 5, 8, 7]"
"[['intellisense', 'not', 'showing', 'any', 'resources', 'in', 'my', 'other', 'loaded', 'projects', 'he', 'shows', 'my', 'the', 'resources', 'in', 'current', 'projects', 'but', 'showing', 'the', 'other', 'resources', 'in', 'other', 'attached', 'project'], ['When', 'I', 'type', 'StaticResource', 'its', 'showsmy', 'only', 'ResourceKey', 'property', 'and', 'nothing', 'of', 'my', 'resource', 'in', 'resource', 'project', 'but', 'when', 'i', 'copy', 'paste', 'the', 'resource', 'key', 'it', 'show', 'in', 'run', 'time', 'or', 'resolved', 'how', 'to', 'back', 'them', 'back', 'to', 'my', 'intellisense', 'again', 'many', 'thanks', 'in', 'advance']]","[[('intellisense', 'NN'), ('resources', 'NNS'), ('other', 'JJ'), ('loaded', 'JJ'), ('projects', 'NNS'), ('current', 'JJ'), ('attached', 'JJ'), ('project', 'NN')], [('StaticResource', 'NNP'), ('showsmy', 'NN'), ('ResourceKey', 'NNP'), ('property', 'NN'), ('nothing', 'NN'), ('resource', 'NN'), ('project', 'NN'), ('i', 'JJ'), ('run', 'JJ'), ('time', 'NN'), ('intellisense', 'NN'), ('many', 'JJ'), ('thanks', 'NNS'), ('advance', 'NN')]]","[2, 1]"
"[['I', 'am', 'making', 'a', 'pygame', 'game', 'I', 'have', 'button', 'called', 'tanks', 'when', 'you', 'click', 'that', 'button', 'and', 'then', 'click', 'on', 'the', 'screen', 'it', 'blits', 'an', 'image', 'where', 'you', 'click', 'I', 'want', 'to', 'be', 'able', 'to', 'move', 'the', 'tank', 'and', 'the', 'bullet', 'that', 'is', 'blitted', 'along', 'with', 'the', 'tank', 'on', 'the', 'same', 'location', 'I', 'want', 'the', 'the', 'bullet', 'to', 'keep', 'firing', 'automatically', 'and', 'get', 'reset', 'to', 'the', ""tank's"", 'new', 'position', 'after', 'travelling', 'say', 'pixels', 'I', 'want', 'the', 'tank', 'to', 'move', 'only', 'along', 'the', 'x', 'axis', 'bullet', 'also', 'travels', 'along', 'the', 'x', 'axis'], ['This', 'is', 'my', 'main', 'game', 'function'], ['This', 'is', 'the', 'function', 'that', 'appends', 'the', 'tank', 'location', 'in', 'a', 'list'], [], ['You', 'want', 'to', 'change', 'the', 'draw', 'order', 'The', 'last', 'sprite', 'image', 'that', 'you', 'blit', 'will', 'be', 'on', 'top', 'of', 'all', 'the', 'other', 'blitted', 'sprites'], ['In', 'general', 'games', 'try', 'to', 'solve', 'this', 'issue', 'by', 'assigning', 'specific', 'classes', 'of', 'objects', 'to', 'different', 'draw', 'layers'], ['In', 'your', 'case', 'you', 'could', 'make', 'a', 'bullet', 'layer', 'and', 'a', 'tank', 'layer'], ['When', 'you', 'fire', 'a', 'bullet', 'you', 'add', 'the', 'bullet', 'to', 'the', 'bullet', 'layer'], ['When', 'refreshing', 'the', 'frame', 'you', 'want', 'to', 'draw', 'every', 'object', 'in', 'every', 'layer']]","[[('pygame', 'JJ'), ('game', 'NN'), ('tanks', 'NNS'), ('button', 'NN'), ('screen', 'NN'), ('image', 'NN'), ('able', 'JJ'), ('tank', 'NN'), ('bullet', 'NN'), ('same', 'JJ'), ('location', 'NN'), (""tank's"", 'JJ'), ('new', 'JJ'), ('position', 'NN'), ('pixels', 'NNS'), ('x', 'NNP'), ('axis', 'NN'), ('x', 'NN')], [('main', 'JJ'), ('game', 'NN'), ('function', 'NN')], [('function', 'NN'), ('tank', 'NN'), ('location', 'NN'), ('list', 'NN')], [], [('draw', 'NN'), ('order', 'NN'), ('last', 'JJ'), ('sprite', 'JJ'), ('image', 'NN'), ('top', 'NN'), ('other', 'JJ'), ('sprites', 'NNS')], [('general', 'JJ'), ('games', 'NNS'), ('issue', 'NN'), ('specific', 'JJ'), ('classes', 'NNS'), ('objects', 'NNS'), ('different', 'JJ'), ('draw', 'NN'), ('layers', 'NNS')], [('case', 'NN'), ('bullet', 'NN'), ('layer', 'NN'), ('tank', 'NN')], [('bullet', 'NN'), ('layer', 'NN')], [('frame', 'NN'), ('object', 'NN'), ('layer', 'NN')]]","[1, 6, 5, 3, 7]"
